age,revenu_mensuel,anciennete_emploi,type_contrat,montant_demande,duree_pret_mois,nb_credits_actuels,historique_credit,apport_personnel,situation_familiale,nb_personnes_charge,credit_accorde
52,913000,14.0,CDI,25480000,120,1,Bon,2520000.0,Célibataire,3,1
30,299000,1.0,Indépendant,7020000,36,0,Bon,2440000.0,Divorcé,1,1
55,227000,9.0,CDI,1360000,24,1,Mauvais,540000.0,Célibataire,1,1
59,355000,16.0,Indépendant,7170000,12,1,Bon,2230000.0,Marié,3,0
40,380000,4.0,Indépendant,10590000,24,2,Mauvais,100000.0,Célibataire,1,0
36,400000,0.0,CDI,14820000,24,0,Moyen,3880000.0,Célibataire,0,0
27,550000,3.0,Fonctionnaire,5570000,120,1,Moyen,730000.0,Marié,1,1
23,556000,9.0,Indépendant,3660000,12,2,Bon,1410000.0,Divorcé,1,1
60,240000,20.0,CDD,7230000,24,1,Bon,2680000.0,Célibataire,2,0
48,588000,1.0,Indépendant,13550000,12,0,Bon,1430000.0,Célibataire,1,0
52,120000,2.0,Indépendant,2650000,84,3,Bon,1020000.0,Marié,2,0
60,156000,9.0,CDI,4340000,120,2,Mauvais,1190000.0,Célibataire,4,0
24,601000,21.0,CDI,23420000,84,2,Moyen,6540000.0,Célibataire,1,1
59,214000,25.0,Indépendant,3620000,120,1,Moyen,570000.0,Célibataire,2,1
35,404000,5.0,CDI,3570000,36,1,Bon,390000.0,Marié,0,1
39,220000,28.0,Indépendant,5960000,120,0,Bon,1930000.0,Célibataire,1,1
25,547000,26.0,CDI,19980000,36,0,Moyen,5620000.0,Marié,3,0
50,303000,24.0,CDI,2410000,60,0,Bon,420000.0,Marié,0,1
64,415000,18.0,CDD,4290000,60,1,Moyen,1040000.0,Marié,1,1
24,199000,22.0,CDD,6560000,60,3,Bon,860000.0,Marié,0,1
51,135000,15.0,CDI,1010000,36,1,Bon,350000.0,Marié,2,1
48,392000,13.0,CDI,15160000,48,1,Mauvais,4820000.0,Célibataire,3,0
43,161000,1.0,CDI,920000,60,0,Bon,290000.0,Marié,1,1
49,419000,1.0,CDI,12200000,36,0,Mauvais,190000.0,Célibataire,0,0
50,551000,27.0,Indépendant,8700000,48,0,Bon,2840000.0,Célibataire,0,1
63,185000,22.0,Indépendant,6480000,60,1,Bon,260000.0,Divorcé,1,1
44,418000,21.0,Fonctionnaire,14610000,120,1,Bon,4100000.0,Marié,1,1
30,137000,12.0,CDD,4880000,84,2,Moyen,1460000.0,Marié,2,1
50,666000,0.0,Indépendant,13220000,24,0,Moyen,1890000.0,Marié,0,1
43,213000,14.0,CDD,8260000,48,0,Moyen,1140000.0,Marié,1,0
59,343000,18.0,CDI,12020000,84,0,Bon,890000.0,Célibataire,3,1
41,552000,12.0,CDI,9450000,48,2,Bon,1970000.0,Célibataire,2,1
21,489000,14.0,CDI,7550000,120,0,Mauvais,1650000.0,Marié,2,1
60,199000,13.0,CDD,3910000,60,1,Mauvais,1270000.0,Marié,1,0
30,100000,18.0,CDD,1900000,120,0,Mauvais,180000.0,Marié,1,1
49,454000,22.0,Fonctionnaire,12040000,12,0,Bon,2160000.0,Célibataire,0,0
51,270000,17.0,CDI,10240000,36,2,Bon,470000.0,Célibataire,0,0
50,240000,1.0,CDI,7000000,84,0,,,Célibataire,0,1
59,157000,9.0,Fonctionnaire,5460000,84,4,Bon,1210000.0,Marié,1,0
31,530000,23.0,Fonctionnaire,11870000,48,2,Bon,3630000.0,Marié,1,1
63,99000,11.0,Indépendant,2980000,12,0,Bon,850000.0,Célibataire,2,0
42,806000,15.0,Indépendant,14720000,12,1,Moyen,5150000.0,Marié,2,0
45,172000,17.0,CDD,5430000,36,0,Bon,1840000.0,Célibataire,0,0
45,272000,3.0,Fonctionnaire,2010000,84,0,Bon,480000.0,Divorcé,1,1
45,197000,0.0,CDD,3200000,12,1,Moyen,700000.0,Marié,0,0
55,832000,28.0,Fonctionnaire,26520000,12,0,Moyen,9090000.0,Célibataire,2,0
55,486000,20.0,Fonctionnaire,5730000,84,0,Moyen,70000.0,Célibataire,4,1
55,730000,9.0,Indépendant,6200000,36,0,Mauvais,1540000.0,Célibataire,1,1
64,400000,15.0,CDD,5090000,36,1,Bon,1760000.0,Marié,0,1
37,319000,1.0,CDI,8490000,120,2,Moyen,2190000.0,Célibataire,3,1
29,765000,18.0,CDD,27730000,84,0,Moyen,6400000.0,Célibataire,1,1
31,139000,29.0,Indépendant,5070000,120,2,Moyen,1390000.0,Marié,0,1
59,385000,26.0,Fonctionnaire,9650000,120,1,Moyen,3320000.0,Marié,1,1
32,328000,9.0,Indépendant,11640000,120,1,Mauvais,1320000.0,Marié,4,0
44,217000,13.0,CDI,3360000,60,2,Bon,480000.0,Marié,1,1
47,363000,29.0,Indépendant,5440000,12,2,Bon,1920000.0,Marié,2,0
42,829000,17.0,CDI,12770000,120,2,Bon,850000.0,Divorcé,0,1
26,164000,8.0,CDD,3260000,48,0,Moyen,770000.0,Marié,2,0
25,623000,24.0,Indépendant,22630000,84,2,Bon,1620000.0,Marié,0,1
52,329000,,CDI,7270000,60,1,Mauvais,1630000.0,Marié,0,0
29,690000,27.0,Indépendant,16100000,60,1,Bon,1370000.0,Marié,3,1
51,495000,20.0,Indépendant,6990000,48,2,Bon,460000.0,Célibataire,0,1
36,267000,17.0,CDI,9040000,36,2,Moyen,,Célibataire,2,0
57,96000,7.0,Indépendant,1040000,84,4,Bon,40000.0,Célibataire,2,0
39,80000,5.0,CDD,1800000,24,0,Moyen,390000.0,Marié,2,0
44,300000,12.0,CDI,6980000,120,1,Moyen,450000.0,Marié,2,1
32,527000,24.0,CDI,5110000,12,1,Bon,920000.0,Marié,0,1
61,325000,29.0,CDI,3510000,24,1,Moyen,1130000.0,Célibataire,1,1
31,976000,23.0,CDD,28500000,120,0,Bon,7660000.0,Marié,2,1
45,177000,1.0,CDI,2610000,12,5,Bon,850000.0,Célibataire,0,0
43,478000,29.0,CDD,3530000,60,2,Bon,1040000.0,Célibataire,0,1
54,307000,12.0,CDI,10840000,24,1,Bon,590000.0,Marié,1,0
35,80000,1.0,CDI,3150000,84,0,Bon,700000.0,Divorcé,1,0
63,228000,26.0,CDD,7170000,36,0,Bon,1270000.0,Marié,1,0
23,247000,4.0,Fonctionnaire,1420000,36,2,Bon,,Célibataire,2,1
34,358000,11.0,CDI,6230000,60,1,Mauvais,1320000.0,Célibataire,2,1
40,340000,28.0,CDD,1840000,24,0,Bon,370000.0,Divorcé,1,1
46,175000,13.0,CDI,5520000,36,2,Bon,1290000.0,Marié,2,0
64,519000,24.0,CDI,11890000,48,2,Mauvais,4100000.0,Divorcé,2,1
57,288000,29.0,CDD,3300000,60,1,Bon,1130000.0,Divorcé,4,1
24,80000,23.0,CDD,2370000,84,0,Moyen,360000.0,Célibataire,3,1
60,217000,24.0,Fonctionnaire,8660000,84,2,Moyen,280000.0,Marié,0,1
55,977000,24.0,CDI,5520000,12,1,Moyen,,Marié,1,1
43,283000,8.0,CDD,3050000,36,0,Bon,170000.0,Divorcé,2,1
45,436000,23.0,Indépendant,6030000,84,0,Bon,2230000.0,Célibataire,0,1
56,326000,25.0,CDD,7800000,60,0,Mauvais,2360000.0,Célibataire,2,1
33,562000,6.0,Indépendant,5740000,36,1,Moyen,850000.0,Divorcé,0,1
48,80000,19.0,Indépendant,2290000,84,0,Bon,290000.0,Célibataire,1,1
30,277000,16.0,CDD,8560000,60,1,Bon,2440000.0,Marié,3,1
33,181000,2.0,Indépendant,7130000,48,2,Moyen,1170000.0,Marié,0,0
64,369000,13.0,CDI,3030000,24,1,Bon,1090000.0,Marié,1,1
23,225000,29.0,CDD,1130000,36,1,Bon,300000.0,Marié,3,1
39,300000,15.0,CDI,5510000,120,1,Moyen,1540000.0,Divorcé,1,1
38,298000,0.0,CDD,11160000,60,0,Bon,120000.0,Divorcé,2,0
63,406000,21.0,Indépendant,8120000,36,0,,540000.0,Marié,2,1
58,473000,12.0,CDI,15950000,48,0,Moyen,3590000.0,Célibataire,0,1
40,140000,15.0,CDI,1510000,12,1,Bon,390000.0,Célibataire,2,0
33,329000,23.0,CDI,4070000,60,0,Mauvais,1400000.0,Célibataire,1,1
22,222000,11.0,CDI,1260000,84,0,Bon,490000.0,Célibataire,0,1
32,394000,7.0,Fonctionnaire,12730000,24,0,Moyen,400000.0,Divorcé,2,0
27,395000,10.0,CDD,12600000,120,1,Moyen,860000.0,Marié,4,1
22,331000,19.0,CDD,2190000,48,1,Moyen,540000.0,Célibataire,3,1
41,227000,24.0,Fonctionnaire,3040000,120,1,Bon,1110000.0,Divorcé,3,1
56,399000,24.0,CDI,10530000,60,3,Mauvais,2310000.0,Célibataire,2,1
58,442000,3.0,CDD,4820000,48,0,Moyen,1270000.0,Marié,0,1
63,97000,12.0,Indépendant,3740000,60,0,Bon,,Marié,3,0
29,363000,17.0,Fonctionnaire,2730000,84,0,Bon,220000.0,Marié,1,1
47,145000,27.0,Fonctionnaire,5650000,48,0,Bon,430000.0,Marié,0,1
31,226000,0.0,CDI,3300000,84,3,Moyen,970000.0,Divorcé,1,1
45,101000,16.0,CDI,2350000,12,1,Bon,550000.0,Célibataire,2,0
47,317000,26.0,Fonctionnaire,10640000,84,1,Bon,2560000.0,Marié,1,1
47,109000,29.0,CDD,2290000,36,1,Moyen,530000.0,Célibataire,1,0
25,916000,16.0,CDI,17150000,120,2,Bon,6610000.0,Marié,1,1
37,490000,17.0,CDI,15140000,60,2,Bon,5420000.0,Marié,2,1
44,711000,15.0,Indépendant,14730000,36,0,Bon,2900000.0,Célibataire,2,1
22,617000,14.0,CDD,18300000,84,1,Bon,5370000.0,Célibataire,0,1
59,371000,14.0,CDI,13170000,24,2,Bon,4970000.0,Marié,0,0
47,594000,20.0,Fonctionnaire,14570000,24,2,Bon,5380000.0,Divorcé,2,1
39,604000,21.0,CDI,19760000,12,1,Bon,2250000.0,Célibataire,0,0
41,499000,23.0,CDD,12470000,48,2,Bon,1810000.0,Marié,4,1
27,589000,13.0,CDI,11230000,84,1,Moyen,3480000.0,Divorcé,2,1
34,474000,3.0,CDI,8620000,24,1,Bon,3370000.0,Divorcé,1,1
33,423000,6.0,CDD,14530000,84,0,Bon,2200000.0,Célibataire,0,1
26,483000,8.0,Indépendant,6950000,36,0,Mauvais,2590000.0,Célibataire,0,1
50,309000,25.0,Indépendant,4750000,48,0,Bon,1800000.0,Divorcé,2,1
58,217000,25.0,CDI,6060000,36,2,Bon,1790000.0,Marié,1,1
35,481000,6.0,Indépendant,16850000,60,0,Moyen,6050000.0,Marié,1,1
44,544000,4.0,Indépendant,16930000,48,1,Moyen,3490000.0,Célibataire,2,0
31,253000,11.0,Fonctionnaire,2560000,48,1,Bon,650000.0,Célibataire,3,1
47,329000,23.0,CDI,4180000,48,0,Bon,610000.0,Divorcé,1,1
52,557000,16.0,Indépendant,19480000,48,1,Bon,2120000.0,Marié,2,1
53,340000,23.0,Fonctionnaire,4080000,48,1,Moyen,1130000.0,Marié,0,1
52,401000,9.0,Indépendant,11330000,60,2,Bon,2550000.0,Marié,2,1
32,176000,17.0,CDI,1970000,48,3,Bon,310000.0,Marié,2,1
59,333000,28.0,CDD,3950000,84,2,,1570000.0,Marié,1,1
41,826000,13.0,Indépendant,30000000,24,0,Moyen,1870000.0,Marié,1,0
45,263000,21.0,CDD,8160000,24,3,Moyen,1560000.0,Célibataire,2,0
43,384000,8.0,CDI,7230000,36,1,Moyen,1270000.0,Célibataire,2,1
50,428000,7.0,Indépendant,14210000,120,3,Moyen,1560000.0,Marié,0,1
38,200000,2.0,Fonctionnaire,5550000,60,0,Moyen,1070000.0,Marié,0,1
46,80000,26.0,CDD,620000,24,0,Bon,10000.0,Célibataire,1,1
40,353000,12.0,CDI,2630000,48,1,Moyen,1000000.0,Célibataire,2,1
61,80000,3.0,CDI,1400000,48,1,Moyen,550000.0,Marié,1,0
55,80000,17.0,CDI,510000,84,0,Bon,150000.0,Célibataire,1,1
33,263000,,CDI,4470000,48,1,Mauvais,1360000.0,Célibataire,1,0
62,123000,9.0,Fonctionnaire,2360000,12,1,Moyen,230000.0,Marié,2,0
23,367000,2.0,Indépendant,1840000,24,0,Bon,120000.0,Célibataire,2,1
53,898000,19.0,CDI,8880000,36,0,Mauvais,1740000.0,Marié,1,1
62,134000,23.0,CDD,2330000,36,1,Bon,840000.0,Célibataire,1,1
62,187000,22.0,CDD,5900000,36,2,Bon,320000.0,Marié,2,0
64,856000,7.0,Indépendant,8600000,60,3,Bon,2800000.0,Marié,1,1
22,255000,4.0,Indépendant,4790000,120,1,Moyen,650000.0,Divorcé,1,1
42,377000,22.0,CDI,5590000,60,0,Bon,680000.0,Marié,1,1
61,546000,9.0,CDI,12870000,84,0,Bon,830000.0,Célibataire,0,1
24,109000,20.0,Fonctionnaire,780000,36,0,Moyen,0.0,Célibataire,2,1
60,776000,21.0,Fonctionnaire,24760000,48,2,Moyen,3400000.0,Célibataire,1,1
59,365000,0.0,CDD,2380000,120,2,Moyen,330000.0,Marié,1,1
49,814000,1.0,CDI,15880000,48,1,Moyen,3700000.0,Célibataire,0,1
50,736000,10.0,CDI,23460000,60,1,Mauvais,7420000.0,Marié,0,1
34,540000,4.0,CDD,20000000,36,2,Bon,3400000.0,Célibataire,2,0
22,607000,23.0,Fonctionnaire,6280000,120,2,Mauvais,1660000.0,Marié,0,1
36,162000,12.0,CDI,1910000,120,1,Bon,60000.0,Célibataire,2,1
32,233000,26.0,CDI,4230000,24,3,Bon,1550000.0,Divorcé,1,1
61,80000,21.0,Fonctionnaire,3090000,24,0,Bon,420000.0,Célibataire,2,0
59,509000,16.0,Indépendant,9900000,120,3,Moyen,3050000.0,Célibataire,0,1
63,125000,15.0,CDI,3710000,120,1,Moyen,10000.0,Marié,0,1
58,547000,11.0,CDI,2780000,24,0,Moyen,630000.0,Marié,1,1
51,328000,7.0,CDD,6480000,36,1,Moyen,1130000.0,Marié,1,0
61,307000,16.0,CDD,4390000,36,0,Bon,40000.0,Célibataire,2,1
52,498000,8.0,Indépendant,8320000,24,0,Moyen,1170000.0,Célibataire,2,0
53,550000,19.0,CDI,17510000,12,1,Bon,960000.0,Célibataire,2,0
34,172000,26.0,CDI,1610000,48,1,Bon,510000.0,Marié,0,1
32,103000,28.0,CDI,3300000,60,0,Mauvais,600000.0,Célibataire,0,0
38,314000,25.0,CDI,7490000,84,0,Bon,1650000.0,Marié,2,1
55,233000,14.0,Fonctionnaire,4530000,120,2,Moyen,630000.0,Marié,1,1
29,340000,7.0,CDD,12710000,36,0,Bon,4100000.0,Marié,0,0
46,80000,16.0,Indépendant,1180000,12,0,Mauvais,220000.0,Célibataire,0,0
32,295000,27.0,Indépendant,5100000,60,0,Moyen,1220000.0,Marié,1,1
31,395000,23.0,CDI,5870000,60,1,Bon,2110000.0,Marié,1,1
25,686000,28.0,Fonctionnaire,6560000,36,0,Bon,2620000.0,Célibataire,2,1
28,203000,11.0,CDI,1700000,120,2,Bon,290000.0,Marié,2,1
53,669000,23.0,CDD,5800000,120,1,Moyen,710000.0,Marié,2,1
61,665000,0.0,Fonctionnaire,18120000,48,0,Mauvais,6090000.0,Marié,2,0
33,151000,24.0,CDI,1490000,24,0,Bon,70000.0,Marié,1,1
29,546000,0.0,Indépendant,20900000,120,1,Bon,4120000.0,Marié,0,1
62,213000,10.0,Indépendant,7980000,12,0,Bon,900000.0,Divorcé,3,0
56,136000,8.0,CDI,1990000,84,0,Mauvais,710000.0,Célibataire,1,1
29,447000,0.0,Indépendant,5750000,12,2,Moyen,1880000.0,Marié,2,0
46,745000,3.0,CDD,28890000,48,1,,140000.0,Marié,0,0
63,85000,24.0,CDI,2790000,84,2,Mauvais,1110000.0,Divorcé,3,0
40,239000,11.0,CDD,7370000,60,0,Bon,1630000.0,Marié,0,1
48,150000,20.0,CDI,1290000,60,0,Moyen,240000.0,Marié,5,1
44,442000,1.0,CDD,3500000,36,1,Bon,1390000.0,Marié,1,1
21,1123000,18.0,CDI,31680000,120,0,Bon,11010000.0,Célibataire,2,1
45,189000,23.0,Indépendant,2180000,60,2,Mauvais,570000.0,Divorcé,4,0
31,337000,10.0,CDI,11310000,12,1,Mauvais,4240000.0,Marié,2,0
25,130000,23.0,CDD,2100000,60,1,Bon,160000.0,Marié,2,1
34,420000,23.0,CDD,6790000,48,2,Bon,50000.0,Marié,1,1
38,401000,8.0,CDI,3950000,12,1,Moyen,1450000.0,Célibataire,1,0
41,478000,14.0,Indépendant,15710000,36,3,Mauvais,5640000.0,Célibataire,3,0
57,424000,1.0,CDI,9080000,36,0,Bon,1310000.0,Marié,1,1
25,498000,,CDD,11550000,120,1,Mauvais,1720000.0,Célibataire,2,1
34,353000,0.0,CDD,6200000,60,3,Bon,1680000.0,Célibataire,1,1
55,308000,20.0,CDD,10810000,12,1,Moyen,1100000.0,Marié,0,0
29,382000,27.0,CDD,12840000,48,0,Moyen,1050000.0,Marié,1,0
31,400000,28.0,CDD,14330000,12,0,Mauvais,2640000.0,Marié,0,0
24,534000,0.0,CDD,16290000,48,1,Bon,760000.0,Célibataire,1,0
28,643000,22.0,Indépendant,7990000,12,0,Bon,,Célibataire,2,0
57,354000,10.0,CDI,3540000,48,2,Bon,970000.0,Célibataire,0,1
48,208000,8.0,CDI,5600000,12,0,Bon,100000.0,Marié,0,0
34,102000,19.0,CDD,3260000,24,1,Moyen,930000.0,Célibataire,1,0
22,310000,21.0,CDD,9530000,12,2,Bon,2750000.0,Célibataire,1,0
49,239000,7.0,Fonctionnaire,6520000,60,2,Moyen,2020000.0,Marié,1,1
40,349000,4.0,CDD,7390000,120,1,Bon,930000.0,Marié,2,1
58,212000,22.0,Indépendant,7190000,24,3,Bon,530000.0,Célibataire,1,0
26,568000,29.0,Indépendant,21950000,12,1,Moyen,8380000.0,Marié,0,0
32,458000,14.0,Indépendant,12800000,48,1,Bon,4900000.0,Marié,4,1
36,139000,11.0,CDD,3740000,48,0,Bon,1350000.0,Célibataire,3,1
22,305000,16.0,Fonctionnaire,2620000,12,3,Bon,730000.0,Célibataire,2,0
60,432000,1.0,CDI,8750000,36,2,Moyen,1700000.0,Marié,2,0
25,332000,10.0,Fonctionnaire,4880000,84,1,Moyen,1090000.0,Marié,2,1
40,566000,17.0,CDI,9270000,12,2,Bon,600000.0,Célibataire,0,0
32,444000,14.0,Fonctionnaire,7210000,36,2,Bon,2540000.0,Célibataire,4,1
36,698000,17.0,Indépendant,12010000,36,2,Bon,1200000.0,Marié,2,1
50,473000,,CDD,6670000,36,0,Bon,700000.0,Marié,0,1
40,1008000,24.0,CDI,34120000,36,1,Bon,11980000.0,Célibataire,0,1
41,205000,4.0,Indépendant,6240000,60,3,Bon,2180000.0,Célibataire,0,0
26,507000,26.0,Fonctionnaire,15060000,12,2,Mauvais,760000.0,Marié,1,0
29,244000,2.0,CDI,3610000,24,0,Bon,950000.0,Célibataire,0,1
23,258000,21.0,Indépendant,1470000,36,2,Moyen,440000.0,Marié,2,1
40,397000,25.0,CDD,8780000,24,1,Bon,2610000.0,Célibataire,2,1
53,331000,20.0,CDD,2060000,84,3,Bon,20000.0,Célibataire,2,1
57,421000,29.0,Indépendant,5060000,36,1,Moyen,900000.0,Marié,1,1
37,80000,16.0,CDI,610000,84,0,Mauvais,110000.0,Célibataire,3,1
61,252000,9.0,Indépendant,7560000,48,2,Mauvais,2180000.0,Marié,1,0
35,204000,12.0,Indépendant,7120000,36,1,Bon,1210000.0,Marié,0,0
39,435000,7.0,CDD,7500000,12,1,Bon,480000.0,Célibataire,1,0
33,485000,14.0,CDD,10220000,12,0,Bon,4050000.0,Marié,2,0
43,283000,7.0,CDI,6580000,60,0,Bon,60000.0,Célibataire,0,1
64,373000,17.0,CDD,6200000,24,2,Bon,1050000.0,Célibataire,2,0
44,350000,9.0,Indépendant,5490000,36,1,Bon,1360000.0,Marié,1,1
44,198000,0.0,Indépendant,2310000,36,0,Mauvais,550000.0,Célibataire,0,0
47,955000,29.0,CDI,31610000,12,1,Mauvais,8880000.0,Célibataire,2,0
43,313000,8.0,Indépendant,9150000,120,4,Mauvais,3420000.0,Célibataire,0,0
32,389000,3.0,CDI,14050000,24,0,Bon,5170000.0,Marié,2,0
31,144000,18.0,CDI,2610000,24,3,Bon,90000.0,Célibataire,1,0
28,265000,5.0,Indépendant,5630000,24,1,Bon,2100000.0,Célibataire,5,0
44,339000,5.0,Indépendant,6430000,36,1,Bon,1170000.0,Célibataire,1,1
61,704000,9.0,CDI,10300000,84,2,Bon,3890000.0,Marié,2,1
30,605000,11.0,CDI,20960000,60,2,Moyen,7700000.0,Marié,2,1
44,519000,18.0,CDI,13920000,48,1,Moyen,490000.0,Divorcé,3,1
31,433000,6.0,Indépendant,3350000,60,2,Bon,30000.0,Célibataire,0,1
53,525000,18.0,CDI,5300000,48,1,Bon,600000.0,Célibataire,0,1
49,80000,19.0,Fonctionnaire,460000,60,1,Bon,120000.0,Marié,1,1
33,448000,8.0,CDD,9860000,24,3,Bon,2790000.0,Célibataire,2,0
48,261000,20.0,Indépendant,5550000,60,2,Moyen,400000.0,Marié,0,0
25,518000,6.0,CDI,20110000,120,5,Moyen,7950000.0,Célibataire,3,1
37,381000,28.0,Fonctionnaire,2880000,120,0,Moyen,320000.0,Célibataire,2,1
56,527000,28.0,Indépendant,19930000,12,4,Moyen,2530000.0,Célibataire,1,0
40,526000,10.0,CDD,5810000,120,0,Mauvais,1740000.0,Célibataire,1,1
24,145000,17.0,CDI,3160000,120,1,Bon,880000.0,Célibataire,3,1
48,244000,1.0,CDI,8260000,24,1,Mauvais,1480000.0,Célibataire,2,0
36,471000,8.0,Fonctionnaire,5750000,48,2,Bon,1980000.0,Marié,1,1
59,245000,17.0,CDI,5770000,36,1,Mauvais,200000.0,Célibataire,3,0
50,534000,4.0,Indépendant,20310000,12,1,Mauvais,2740000.0,Divorcé,3,0
50,519000,21.0,Fonctionnaire,12400000,120,0,Bon,4590000.0,Célibataire,1,1
40,375000,20.0,Indépendant,4610000,36,1,Mauvais,330000.0,Célibataire,0,0
52,80000,20.0,Fonctionnaire,1160000,60,1,Moyen,70000.0,Célibataire,0,1
46,195000,,Fonctionnaire,4030000,24,1,Mauvais,50000.0,Célibataire,0,0
23,197000,14.0,CDI,4100000,36,1,Bon,1010000.0,Célibataire,3,1
54,463000,1.0,Fonctionnaire,13370000,48,0,Bon,1860000.0,Célibataire,1,1
30,229000,0.0,CDD,2390000,120,0,Bon,920000.0,Marié,0,1
57,313000,,CDD,8090000,60,2,Moyen,190000.0,Célibataire,2,0
37,169000,22.0,CDD,6540000,60,0,Moyen,430000.0,Divorcé,0,0
64,387000,8.0,CDD,3330000,120,2,Bon,860000.0,Célibataire,3,1
50,521000,0.0,Indépendant,12880000,48,1,Bon,730000.0,Marié,1,0
48,1065000,,Indépendant,17490000,48,3,Bon,800000.0,Célibataire,1,1
43,351000,9.0,CDD,2360000,36,2,Bon,430000.0,Célibataire,2,1
33,781000,25.0,CDI,22900000,48,0,Bon,9070000.0,Marié,2,1
45,286000,6.0,CDI,1800000,12,1,Bon,480000.0,Marié,2,1
63,249000,26.0,Fonctionnaire,6720000,120,4,Moyen,200000.0,Divorcé,0,1
38,458000,14.0,CDI,7630000,24,0,Bon,2520000.0,Marié,1,1
48,98000,0.0,CDI,3540000,120,0,Moyen,1070000.0,Célibataire,1,1
55,265000,,Indépendant,4030000,120,3,Moyen,870000.0,Célibataire,0,1
22,303000,24.0,Indépendant,10960000,24,0,Bon,960000.0,Célibataire,2,0
25,209000,15.0,CDI,7700000,12,0,Bon,1990000.0,Marié,1,0
38,369000,15.0,CDI,9620000,48,1,Bon,1980000.0,Célibataire,0,1
64,307000,7.0,Indépendant,2760000,12,0,Bon,580000.0,Célibataire,1,0
57,170000,20.0,CDI,1920000,36,0,Bon,660000.0,Marié,4,1
64,276000,16.0,CDD,6980000,120,2,Moyen,380000.0,Marié,1,1
54,495000,1.0,Indépendant,13260000,120,2,Bon,1970000.0,Célibataire,1,1
31,585000,7.0,CDD,22710000,36,1,Bon,1370000.0,Marié,2,0
55,256000,22.0,Indépendant,2670000,84,4,Bon,300000.0,Marié,1,1
45,617000,13.0,CDI,20510000,48,1,Bon,6050000.0,Divorcé,1,1
49,194000,9.0,Indépendant,4840000,36,1,Moyen,330000.0,Célibataire,0,0
21,810000,25.0,CDD,31240000,60,2,Bon,1480000.0,Célibataire,2,1
57,481000,25.0,Indépendant,3310000,36,1,Moyen,630000.0,Marié,0,1
32,104000,22.0,CDD,530000,24,0,Mauvais,60000.0,Divorcé,1,1
58,235000,4.0,Indépendant,3900000,48,1,Bon,1070000.0,Marié,3,1
25,187000,11.0,CDD,1200000,48,1,Mauvais,320000.0,Célibataire,1,1
44,252000,9.0,CDD,2950000,12,0,Bon,920000.0,Marié,2,0
41,363000,15.0,Fonctionnaire,2490000,60,2,Bon,890000.0,Marié,2,1
21,439000,13.0,CDD,16220000,120,2,Bon,1190000.0,Marié,5,1
44,722000,18.0,CDI,16190000,12,1,Moyen,510000.0,Célibataire,4,0
40,268000,21.0,CDD,3800000,36,0,Moyen,1010000.0,Marié,2,1
36,1154000,23.0,CDD,46020000,84,1,Moyen,1140000.0,Marié,3,1
32,281000,12.0,CDI,2110000,48,1,Bon,750000.0,Célibataire,3,1
46,679000,10.0,CDI,18610000,24,2,Mauvais,2630000.0,Célibataire,2,0
26,158000,15.0,CDI,2860000,120,1,Mauvais,580000.0,Marié,2,1
39,312000,10.0,CDD,1660000,48,0,Bon,130000.0,Marié,1,1
24,589000,12.0,Fonctionnaire,16960000,48,0,,130000.0,Marié,0,1
25,424000,13.0,CDD,4550000,60,0,Bon,960000.0,Divorcé,1,1
63,145000,7.0,Fonctionnaire,3940000,36,1,Bon,840000.0,Marié,0,0
46,839000,6.0,CDD,24450000,36,0,Moyen,160000.0,Célibataire,0,1
60,215000,0.0,Indépendant,2990000,48,0,Moyen,30000.0,Marié,0,0
51,285000,26.0,CDD,1960000,48,1,Bon,730000.0,Célibataire,3,1
38,320000,14.0,Indépendant,12450000,60,1,Mauvais,3000000.0,Célibataire,3,0
29,804000,29.0,CDI,10580000,84,5,Mauvais,3370000.0,Célibataire,2,1
54,80000,26.0,Indépendant,1130000,36,1,Mauvais,260000.0,Célibataire,2,0
51,709000,4.0,CDI,6270000,48,0,Bon,960000.0,Marié,1,1
59,475000,18.0,CDD,18890000,120,4,Bon,2500000.0,Marié,1,1
37,555000,10.0,CDI,18710000,24,0,Moyen,5740000.0,Marié,1,0
56,106000,8.0,Indépendant,1750000,84,1,Bon,270000.0,Célibataire,4,1
57,369000,20.0,CDI,3140000,36,0,Moyen,70000.0,Marié,3,1
29,225000,1.0,CDI,4710000,24,0,Moyen,1300000.0,Marié,1,0
56,210000,23.0,CDD,2480000,36,3,Bon,240000.0,Marié,1,1
63,80000,26.0,Indépendant,3010000,120,0,Bon,770000.0,Marié,1,1
27,353000,19.0,Indépendant,11530000,48,0,Bon,690000.0,Célibataire,2,1
22,189000,2.0,Indépendant,2670000,120,2,Bon,490000.0,Marié,2,1
22,884000,3.0,CDI,28430000,36,1,Bon,4480000.0,Marié,0,1
41,367000,22.0,Fonctionnaire,6880000,24,1,Moyen,1700000.0,Marié,3,0
61,309000,4.0,Indépendant,6850000,12,0,Moyen,1610000.0,Marié,2,0
32,755000,6.0,CDI,26460000,84,1,Moyen,6220000.0,Célibataire,3,1
32,175000,5.0,Indépendant,2790000,12,1,Mauvais,480000.0,Marié,0,0
62,1185000,22.0,CDI,43430000,120,0,Mauvais,8080000.0,Célibataire,2,1
24,1001000,5.0,CDD,10590000,84,1,Moyen,1560000.0,Célibataire,4,1
56,261000,6.0,CDD,2120000,24,2,Bon,200000.0,Marié,2,1
