commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Abobo,53.0,3.0,12.0,4,Moyen,0,0,1,90000
Yopougon,103.0,4.0,39.0,10,Moyen,0,0,0,126000
Adjamé,26.0,1.0,21.0,6,Économique,0,0,0,40000
Cocody,54.0,2.0,12.0,7,Moyen,0,0,1,370000
Cocody,165.0,7.0,,6,Moyen,0,0,0,585000
Treichville,126.0,4.0,16.0,0,Économique,0,1,0,250000
Adjamé,86.0,3.0,35.0,0,Moyen,0,0,0,125000
Marcory,116.0,4.0,38.0,9,Économique,0,0,0,352000
Adjamé,130.0,6.0,24.0,5,Économique,1,1,0,276000
Riviera,40.0,3.0,33.0,2,Moyen,0,1,0,154000
Cocody,71.0,2.0,20.0,11,Haut standing,1,0,0,514000
Adjamé,176.0,7.0,24.0,8,Économique,1,0,0,361000
Yopougon,104.0,5.0,24.0,10,Moyen,0,1,1,212000
Bingerville,107.0,3.0,21.0,6,Moyen,0,0,0,311000
Plateau,90.0,5.0,22.0,1,Haut standing,0,1,0,674000
Adjamé,31.0,1.0,24.0,11,Moyen,0,0,0,56000
Port-Bouët,66.0,2.0,13.0,2,Haut standing,0,1,0,165000
Riviera,113.0,6.0,13.0,7,Moyen,1,1,1,882000
Adjamé,72.0,3.0,25.0,0,Moyen,0,0,0,85000
Yopougon,51.0,1.0,39.0,4,Économique,1,0,0,43000
Abobo,55.0,1.0,29.0,9,Économique,1,1,1,69000
Bingerville,178.0,6.0,25.0,0,Économique,0,0,1,397000
Abobo,70.0,2.0,37.0,11,Moyen,0,0,0,79000
Cocody,160.0,7.0,21.0,8,Économique,0,0,1,691000
Riviera,107.0,3.0,38.0,6,Économique,0,1,1,421000
Adjamé,81.0,2.0,38.0,4,Haut standing,0,1,1,167000
Adjamé,60.0,1.0,33.0,5,Moyen,1,0,0,97000
Marcory,127.0,4.0,24.0,10,Haut standing,0,1,1,654000
Adjamé,151.0,5.0,35.0,2,Économique,0,1,0,211000
Yopougon,133.0,5.0,12.0,2,Économique,1,1,1,218000
Adjamé,43.0,3.0,28.0,6,Économique,0,1,0,80000
Cocody,70.0,3.0,8.0,6,Économique,0,1,0,372000
Adjamé,,4.0,14.0,6,Économique,0,1,0,121000
Riviera,27.0,1.0,30.0,1,Économique,0,0,0,88000
Cocody,116.0,6.0,26.0,1,Économique,1,0,0,574000
Riviera,124.0,4.0,30.0,10,Moyen,1,0,0,458000
Yopougon,122.0,,9.0,11,Économique,0,1,1,241000
Bingerville,112.0,,36.0,4,Économique,0,0,1,229000
Koumassi,77.0,3.0,6.0,3,Moyen,0,1,0,167000
Abobo,59.0,,31.0,6,Moyen,1,0,1,81000
Koumassi,77.0,4.0,10.0,2,Moyen,0,0,1,207000
Bingerville,108.0,5.0,27.0,4,Moyen,0,0,0,328000
Yopougon,168.0,7.0,,1,Haut standing,0,1,1,503000
Treichville,95.0,4.0,30.0,0,Haut standing,1,0,1,301000
Adjamé,94.0,3.0,28.0,8,Moyen,0,1,0,177000
Port-Bouët,29.0,2.0,32.0,3,Économique,0,0,0,48000
Koumassi,111.0,3.0,3.0,7,Économique,1,1,0,295000
Port-Bouët,174.0,8.0,25.0,11,Moyen,0,0,1,345000
Yopougon,87.0,3.0,30.0,6,Moyen,0,0,0,122000
Port-Bouët,83.0,4.0,30.0,11,Haut standing,0,1,1,238000
Cocody,75.0,4.0,26.0,0,Moyen,1,0,0,358000
Abobo,129.0,4.0,24.0,9,Haut standing,0,0,1,209000
Cocody,28.0,1.0,35.0,10,Haut standing,0,1,1,169000
Treichville,161.0,6.0,30.0,6,Haut standing,0,1,1,442000
Yopougon,81.0,3.0,36.0,1,Économique,1,1,1,132000
Yopougon,112.0,3.0,22.0,2,Économique,0,1,0,143000
Adjamé,134.0,4.0,34.0,0,Moyen,0,1,1,173000
Yopougon,55.0,1.0,3.0,6,Moyen,0,0,1,98000
Yopougon,91.0,5.0,27.0,2,Économique,0,1,1,141000
Marcory,80.0,4.0,12.0,5,Moyen,1,1,1,379000
Yopougon,47.0,1.0,0.0,11,Moyen,0,0,0,89000
Marcory,150.0,5.0,11.0,6,Économique,1,1,1,607000
Cocody,77.0,3.0,39.0,2,Moyen,1,0,0,375000
Abobo,46.0,3.0,25.0,1,Haut standing,1,0,0,82000
Adjamé,94.0,5.0,22.0,8,Moyen,0,0,0,226000
Abobo,39.0,2.0,21.0,8,Moyen,0,0,0,41000
Yopougon,,3.0,27.0,6,Économique,0,1,1,111000
Yopougon,,4.0,16.0,4,Moyen,1,0,1,217000
Bingerville,37.0,1.0,5.0,3,Haut standing,1,0,1,194000
Abobo,125.0,4.0,13.0,3,Moyen,0,0,1,192000
Yopougon,96.0,3.0,16.0,0,Économique,1,0,1,131000
Cocody,135.0,4.0,37.0,3,Moyen,1,0,1,667000
Treichville,134.0,4.0,4.0,6,Haut standing,1,1,1,665000
Yopougon,70.0,4.0,12.0,4,Économique,0,0,0,93000
Yopougon,71.0,4.0,8.0,8,Économique,1,0,0,156000
Abobo,,6.0,25.0,3,Économique,1,1,1,176000
Abobo,50.0,2.0,12.0,10,Moyen,0,1,1,74000
Abobo,50.0,,18.0,2,Moyen,1,0,1,88000
Koumassi,65.0,3.0,16.0,5,Haut standing,0,1,1,225000
Port-Bouët,41.0,3.0,15.0,3,Économique,0,1,1,93000
Koumassi,46.0,1.0,29.0,10,Moyen,1,0,0,97000
Riviera,47.0,3.0,31.0,1,Haut standing,0,1,0,217000
Cocody,77.0,2.0,13.0,4,Économique,1,0,1,364000
Marcory,75.0,2.0,14.0,3,Moyen,0,0,0,263000
Cocody,145.0,7.0,11.0,4,Moyen,0,0,1,924000
Abobo,78.0,4.0,36.0,11,Économique,0,1,1,89000
Bingerville,87.0,2.0,10.0,8,Économique,0,1,0,310000
Marcory,202.0,8.0,4.0,3,Moyen,1,0,0,861000
Riviera,21.0,1.0,10.0,5,Économique,0,0,1,94000
Cocody,101.0,5.0,33.0,3,Économique,0,0,0,344000
Riviera,81.0,2.0,18.0,0,Haut standing,0,0,0,377000
Yopougon,107.0,4.0,25.0,1,Moyen,1,1,0,190000
Cocody,67.0,4.0,25.0,5,Haut standing,0,1,1,480000
Yopougon,78.0,4.0,16.0,7,Économique,1,0,1,147000
Marcory,164.0,6.0,30.0,8,Haut standing,0,0,0,629000
Marcory,116.0,5.0,18.0,3,Moyen,0,1,1,368000
Treichville,80.0,4.0,19.0,5,Moyen,1,1,1,281000
Port-Bouët,59.0,2.0,22.0,2,Économique,0,0,0,89000
Abobo,50.0,3.0,24.0,11,Moyen,0,0,0,63000
Treichville,70.0,4.0,27.0,8,Moyen,1,0,1,186000
Abobo,83.0,3.0,36.0,7,Moyen,0,1,0,103000
Koumassi,202.0,8.0,11.0,11,Moyen,1,0,0,463000
Marcory,98.0,3.0,0.0,0,Économique,1,0,0,332000
Yopougon,63.0,2.0,1.0,1,Haut standing,0,0,0,129000
Cocody,21.0,,9.0,9,Haut standing,0,0,0,168000
Plateau,58.0,1.0,33.0,8,Moyen,0,1,1,292000
Adjamé,70.0,3.0,31.0,9,Économique,1,0,0,132000
Plateau,102.0,3.0,24.0,2,Moyen,1,0,1,496000
Abobo,71.0,3.0,9.0,2,Moyen,0,0,1,93000
Adjamé,206.0,9.0,0.0,9,Moyen,0,0,0,442000
Cocody,80.0,3.0,31.0,8,Moyen,0,0,1,343000
Abobo,147.0,5.0,36.0,2,Économique,0,1,0,148000
Marcory,35.0,1.0,11.0,9,Moyen,0,0,1,129000
Riviera,88.0,4.0,17.0,11,Moyen,1,0,0,537000
Yopougon,59.0,2.0,29.0,10,Haut standing,1,1,0,121000
Port-Bouët,149.0,6.0,12.0,4,Économique,1,1,0,334000
Abobo,74.0,3.0,2.0,5,Économique,0,0,0,65000
Cocody,166.0,6.0,20.0,2,Haut standing,1,0,0,1032000
Abobo,124.0,5.0,13.0,9,Économique,1,1,1,207000
Riviera,69.0,2.0,39.0,7,Moyen,0,0,1,254000
Abobo,49.0,3.0,9.0,1,Économique,0,1,1,85000
Port-Bouët,61.0,2.0,1.0,5,Moyen,1,1,1,192000
Bingerville,78.0,4.0,36.0,1,Moyen,1,1,1,181000
Marcory,124.0,4.0,10.0,8,Économique,0,0,0,320000
Marcory,90.0,4.0,0.0,5,Haut standing,0,0,0,430000
Abobo,135.0,6.0,25.0,8,Économique,0,1,1,170000
Yopougon,173.0,6.0,12.0,3,Économique,1,1,0,270000
Port-Bouët,92.0,5.0,27.0,11,Économique,1,0,0,171000
Riviera,52.0,2.0,35.0,2,Moyen,0,0,1,236000
Yopougon,109.0,4.0,20.0,1,Économique,0,1,0,165000
Marcory,217.0,9.0,9.0,7,Économique,1,1,0,1030000
Koumassi,139.0,5.0,11.0,3,Haut standing,1,1,0,426000
Marcory,105.0,,26.0,1,Économique,1,0,1,400000
Port-Bouët,56.0,1.0,2.0,10,Économique,1,0,1,99000
Yopougon,82.0,4.0,27.0,8,Économique,0,0,1,113000
Adjamé,36.0,1.0,1.0,11,Économique,1,1,1,93000
Cocody,48.0,2.0,27.0,7,Économique,0,0,0,176000
Abobo,110.0,5.0,30.0,4,Économique,1,1,0,141000
Yopougon,31.0,2.0,20.0,7,Économique,0,0,0,42000
Abobo,76.0,4.0,6.0,4,Économique,1,0,0,98000
Plateau,45.0,1.0,,6,Économique,1,1,0,205000
Koumassi,49.0,2.0,13.0,4,Moyen,0,1,0,121000
Bingerville,93.0,5.0,38.0,4,Moyen,0,0,0,240000
Marcory,61.0,1.0,38.0,3,Économique,0,0,0,155000
Cocody,40.0,3.0,8.0,4,Haut standing,1,1,0,353000
Cocody,67.0,3.0,22.0,6,Moyen,1,1,1,517000
Abobo,39.0,3.0,11.0,2,Haut standing,1,1,0,70000
Abobo,161.0,6.0,28.0,3,Économique,0,0,0,162000
Abobo,127.0,4.0,37.0,7,Moyen,0,1,0,147000
Marcory,127.0,4.0,38.0,5,Économique,0,1,1,353000
Yopougon,58.0,2.0,21.0,7,Moyen,0,1,0,81000
Abobo,112.0,,,10,Économique,0,1,0,158000
Yopougon,100.0,3.0,6.0,1,Économique,1,1,0,170000
Riviera,60.0,2.0,39.0,8,Moyen,0,0,0,226000
Cocody,87.0,3.0,7.0,6,Moyen,1,0,0,522000
Adjamé,35.0,2.0,34.0,4,Moyen,0,1,0,57000
Yopougon,50.0,1.0,8.0,10,Économique,0,0,0,93000
Yopougon,86.0,2.0,12.0,6,Économique,0,1,1,124000
Koumassi,69.0,3.0,38.0,1,Haut standing,0,0,0,142000
Adjamé,107.0,4.0,19.0,10,Haut standing,1,0,1,349000
Riviera,61.0,2.0,20.0,3,Moyen,0,0,0,241000
Cocody,75.0,2.0,18.0,6,Moyen,0,0,0,380000
Cocody,89.0,5.0,1.0,1,Économique,1,1,0,615000
Koumassi,58.0,1.0,39.0,7,Économique,1,0,1,84000
Abobo,74.0,4.0,29.0,9,Économique,0,0,0,84000
Marcory,100.0,4.0,22.0,9,Moyen,0,1,0,433000
Cocody,183.0,6.0,39.0,10,Moyen,0,0,0,608000
Cocody,58.0,3.0,12.0,4,Moyen,0,1,0,263000
Bingerville,70.0,2.0,32.0,4,Économique,0,0,0,140000
Marcory,138.0,7.0,31.0,7,Économique,1,0,0,456000
Treichville,155.0,7.0,27.0,11,Économique,0,0,1,387000
Marcory,117.0,4.0,23.0,0,Moyen,0,1,1,454000
Yopougon,153.0,6.0,27.0,5,Économique,0,1,0,186000
Cocody,57.0,1.0,29.0,1,Moyen,1,1,1,325000
Abobo,146.0,,28.0,0,Moyen,0,0,0,172000
Cocody,130.0,6.0,33.0,11,Économique,0,1,1,598000
Port-Bouët,49.0,3.0,21.0,6,Économique,0,0,1,88000
Marcory,75.0,2.0,24.0,11,Moyen,0,1,0,219000
Abobo,24.0,1.0,13.0,3,Économique,0,1,1,30000
Bingerville,96.0,4.0,9.0,0,Moyen,0,0,0,238000
Adjamé,145.0,,9.0,9,Moyen,0,0,0,247000
Abobo,68.0,2.0,7.0,10,Économique,0,0,1,106000
Treichville,52.0,2.0,13.0,10,Moyen,0,1,0,155000
Treichville,50.0,2.0,37.0,5,Haut standing,1,1,0,209000
Adjamé,89.0,3.0,31.0,9,Moyen,0,1,0,166000
Riviera,117.0,4.0,31.0,11,Haut standing,1,1,1,645000
Adjamé,,8.0,2.0,5,Économique,0,1,0,374000
Abobo,23.0,2.0,19.0,11,Moyen,1,0,0,41000
Koumassi,174.0,6.0,12.0,2,Moyen,0,1,0,394000
Yopougon,99.0,5.0,22.0,5,Haut standing,0,0,0,179000
Cocody,141.0,6.0,18.0,9,Économique,1,1,1,951000
Abobo,126.0,4.0,15.0,8,Économique,1,0,0,143000
Riviera,91.0,5.0,35.0,5,Économique,1,0,1,416000
Plateau,90.0,3.0,34.0,0,Haut standing,1,1,1,694000
Adjamé,109.0,5.0,6.0,9,Économique,0,1,0,217000
Marcory,78.0,2.0,36.0,5,Haut standing,0,1,0,282000
Abobo,82.0,3.0,7.0,7,Économique,0,1,1,115000
Cocody,20.0,2.0,24.0,6,Économique,0,1,0,90000
Yopougon,120.0,4.0,22.0,7,Économique,1,0,1,211000
Koumassi,58.0,2.0,9.0,10,Moyen,0,0,1,142000
Treichville,148.0,7.0,29.0,11,Moyen,1,1,1,636000
Adjamé,142.0,7.0,32.0,7,Économique,0,1,1,266000
Port-Bouët,70.0,2.0,10.0,8,Haut standing,0,0,0,189000
Riviera,120.0,5.0,34.0,2,Économique,0,0,0,429000
Marcory,113.0,4.0,26.0,6,Moyen,0,1,0,393000
Yopougon,66.0,4.0,2.0,5,Moyen,1,1,0,144000
Plateau,125.0,4.0,7.0,1,Économique,1,0,0,738000
Riviera,180.0,6.0,12.0,4,Économique,0,0,0,688000
Riviera,150.0,6.0,2.0,2,Économique,1,1,0,750000
Abobo,39.0,2.0,19.0,10,Économique,0,0,0,51000
Port-Bouët,115.0,6.0,34.0,4,Haut standing,1,0,0,261000
Abobo,139.0,6.0,12.0,10,Haut standing,0,1,0,239000
Abobo,64.0,2.0,19.0,8,Moyen,0,0,0,75000
Cocody,148.0,7.0,23.0,7,Moyen,0,0,1,657000
Koumassi,60.0,2.0,8.0,8,Économique,0,0,0,119000
Cocody,78.0,2.0,29.0,8,Économique,0,0,1,278000
Port-Bouët,61.0,1.0,24.0,10,Moyen,0,1,1,134000
Koumassi,56.0,3.0,15.0,7,Moyen,0,1,1,181000
Adjamé,109.0,5.0,7.0,7,Moyen,0,0,0,234000
Cocody,42.0,2.0,27.0,10,Moyen,1,0,1,266000
Treichville,80.0,3.0,11.0,10,Économique,1,0,0,238000
Marcory,,4.0,23.0,5,Économique,1,0,1,373000
Yopougon,62.0,2.0,28.0,5,Moyen,0,1,0,100000
Cocody,160.0,7.0,14.0,5,Moyen,0,0,1,776000
Riviera,84.0,2.0,17.0,9,Moyen,0,0,1,439000
Abobo,195.0,7.0,6.0,5,Économique,0,1,0,220000
Treichville,39.0,,,10,Économique,0,0,1,127000
Yopougon,111.0,5.0,18.0,11,Économique,0,0,0,155000
Yopougon,100.0,4.0,4.0,8,Moyen,0,1,0,175000
Abobo,74.0,3.0,25.0,9,Moyen,0,1,0,98000
Abobo,92.0,5.0,1.0,0,Économique,0,1,0,102000
Riviera,119.0,4.0,32.0,9,Moyen,1,1,0,506000
Yopougon,130.0,4.0,36.0,5,Moyen,1,1,0,216000
Riviera,85.0,3.0,24.0,7,Économique,0,1,0,373000
Bingerville,111.0,5.0,24.0,0,Économique,0,0,1,264000
Marcory,58.0,1.0,38.0,10,Économique,1,1,0,198000
Riviera,131.0,4.0,29.0,10,Économique,1,0,0,497000
Cocody,176.0,8.0,3.0,5,Moyen,1,1,0,1295000
Port-Bouët,136.0,6.0,18.0,8,Économique,0,0,0,251000
Yopougon,61.0,1.0,26.0,5,Économique,0,0,1,92000
Bingerville,53.0,2.0,38.0,1,Économique,0,0,0,115000
Bingerville,253.0,10.0,,0,Économique,1,0,0,673000
Port-Bouët,170.0,6.0,36.0,3,Haut standing,1,0,1,543000
Port-Bouët,130.0,5.0,24.0,5,Économique,0,1,0,223000
Treichville,181.0,7.0,28.0,9,Moyen,0,0,0,436000
Cocody,90.0,5.0,30.0,9,Économique,0,1,1,443000
Yopougon,129.0,6.0,34.0,8,Moyen,1,1,0,224000
Plateau,160.0,7.0,27.0,4,Haut standing,1,1,1,1564000
Adjamé,78.0,3.0,37.0,6,Économique,0,0,0,103000
Treichville,115.0,6.0,3.0,5,Moyen,0,1,0,422000
Riviera,151.0,7.0,27.0,5,Économique,0,1,0,396000
Abobo,51.0,1.0,30.0,8,Économique,1,1,0,63000
Port-Bouët,74.0,4.0,22.0,4,Économique,1,0,1,161000
Cocody,149.0,5.0,13.0,1,Économique,0,0,0,583000
Bingerville,101.0,4.0,27.0,7,Économique,0,0,1,224000
Riviera,95.0,5.0,13.0,10,Économique,0,0,0,408000
Yopougon,89.0,3.0,0.0,2,Économique,0,0,0,135000
Abobo,157.0,5.0,31.0,8,Moyen,0,1,1,187000
Koumassi,54.0,1.0,17.0,4,Économique,0,1,0,106000
Plateau,72.0,3.0,4.0,0,Économique,1,0,0,424000
Yopougon,41.0,3.0,14.0,3,Moyen,1,1,0,96000
Yopougon,77.0,3.0,15.0,8,Économique,0,0,0,122000
Plateau,99.0,3.0,35.0,0,Économique,0,0,0,382000
Yopougon,29.0,1.0,35.0,7,Économique,0,1,1,38000
Cocody,59.0,2.0,39.0,7,Moyen,1,1,1,300000
Cocody,101.0,3.0,29.0,8,Économique,1,1,1,608000
Cocody,114.0,6.0,37.0,8,Haut standing,0,0,1,573000
Riviera,201.0,9.0,22.0,5,Économique,0,0,1,800000
Abobo,122.0,5.0,10.0,4,Économique,0,1,0,149000
Riviera,83.0,4.0,24.0,11,Économique,0,1,0,313000
Yopougon,97.0,3.0,1.0,11,Haut standing,0,0,1,239000
Treichville,99.0,5.0,34.0,6,Moyen,0,1,0,286000
Yopougon,72.0,3.0,23.0,8,Économique,0,0,0,74000
Yopougon,103.0,3.0,12.0,4,Économique,0,0,0,129000
Cocody,70.0,2.0,36.0,11,Moyen,1,1,1,397000
Abobo,106.0,3.0,29.0,2,Économique,0,1,1,132000
Marcory,89.0,4.0,10.0,8,Moyen,1,1,1,389000
Abobo,81.0,3.0,22.0,9,Moyen,0,1,0,118000
Adjamé,83.0,4.0,27.0,0,Économique,0,1,0,128000
Plateau,132.0,5.0,28.0,0,Économique,0,0,0,515000
Cocody,126.0,4.0,14.0,9,Moyen,0,1,1,816000
Koumassi,79.0,3.0,2.0,10,Moyen,0,1,1,228000
Yopougon,130.0,,8.0,11,Moyen,0,0,1,253000
Cocody,88.0,5.0,7.0,3,Économique,0,0,0,420000
Riviera,89.0,3.0,32.0,1,Moyen,1,1,0,417000
Cocody,72.0,4.0,33.0,6,Économique,0,0,0,232000
Adjamé,191.0,9.0,8.0,1,Économique,0,0,0,354000
Riviera,181.0,8.0,16.0,6,Moyen,1,0,0,1059000
Marcory,64.0,2.0,0.0,7,Moyen,1,0,0,237000
Plateau,77.0,4.0,39.0,11,Économique,0,0,1,373000
Cocody,110.0,3.0,4.0,10,Moyen,0,1,1,743000
Treichville,120.0,6.0,29.0,7,Moyen,0,1,1,368000
Cocody,,3.0,10.0,2,Économique,0,1,0,208000
Adjamé,57.0,1.0,27.0,8,Haut standing,0,1,0,113000
Cocody,20.0,1.0,37.0,9,Moyen,0,0,0,58000
Yopougon,120.0,6.0,16.0,9,Moyen,1,1,0,259000
Riviera,39.0,2.0,22.0,9,Moyen,0,1,1,183000
Port-Bouët,64.0,4.0,17.0,5,Moyen,0,0,0,135000
Abobo,139.0,6.0,36.0,3,Moyen,0,0,0,161000
Treichville,136.0,5.0,26.0,7,Économique,0,0,0,265000
Abobo,186.0,7.0,24.0,3,Économique,0,0,1,210000
Abobo,216.0,9.0,4.0,3,Haut standing,0,1,1,433000
Yopougon,304.0,10.0,18.0,10,Moyen,0,0,1,432000
Cocody,76.0,2.0,26.0,7,Économique,1,1,0,416000
Bingerville,67.0,3.0,12.0,3,Économique,0,0,0,195000
Yopougon,112.0,3.0,6.0,0,Moyen,0,1,1,175000
Marcory,42.0,3.0,25.0,5,Économique,1,0,0,152000
Yopougon,81.0,2.0,13.0,11,Économique,1,1,0,143000
Yopougon,99.0,4.0,26.0,7,Économique,0,1,0,145000
Port-Bouët,,4.0,7.0,2,Moyen,1,0,0,238000
Koumassi,123.0,5.0,30.0,1,Économique,0,0,0,182000
Koumassi,79.0,2.0,34.0,5,Moyen,0,0,1,150000
Cocody,46.0,3.0,26.0,0,Moyen,0,1,0,187000
Yopougon,51.0,2.0,3.0,10,Moyen,0,0,1,107000
Yopougon,27.0,1.0,3.0,4,Économique,0,1,1,47000
Cocody,68.0,2.0,17.0,5,Économique,0,0,0,269000
Marcory,41.0,1.0,22.0,7,Économique,1,0,0,151000
Koumassi,70.0,2.0,31.0,6,Moyen,0,1,0,176000
Cocody,112.0,3.0,11.0,5,Moyen,0,0,1,571000
Abobo,46.0,1.0,19.0,1,Économique,0,1,0,48000
Marcory,96.0,4.0,11.0,11,Moyen,1,0,1,586000
Cocody,79.0,4.0,7.0,7,Moyen,1,1,1,697000
Marcory,109.0,3.0,21.0,7,Économique,0,0,1,386000
Riviera,,5.0,26.0,10,Économique,1,1,1,654000
Port-Bouët,76.0,4.0,16.0,4,Moyen,1,0,0,208000
Riviera,92.0,5.0,31.0,2,Moyen,1,0,0,439000
Yopougon,79.0,2.0,32.0,11,Haut standing,0,1,0,140000
Cocody,71.0,3.0,30.0,10,Économique,0,0,0,273000
Abobo,62.0,2.0,5.0,7,Haut standing,0,0,1,121000
Yopougon,116.0,5.0,38.0,4,Économique,1,0,1,171000
Port-Bouët,170.0,7.0,8.0,2,Économique,1,0,1,480000
Cocody,160.0,6.0,31.0,8,Moyen,1,1,0,913000
Yopougon,44.0,3.0,35.0,8,Économique,0,1,0,60000
Plateau,168.0,8.0,15.0,11,Moyen,0,0,0,1023000
Treichville,55.0,3.0,11.0,6,Économique,0,1,0,142000
Koumassi,99.0,4.0,2.0,7,Haut standing,0,1,0,275000
Yopougon,108.0,5.0,26.0,4,Moyen,0,0,1,195000
Yopougon,37.0,2.0,26.0,4,Haut standing,0,0,1,81000
Yopougon,84.0,2.0,8.0,4,Économique,1,0,1,131000
Yopougon,173.0,8.0,16.0,1,Moyen,0,1,0,260000
Koumassi,21.0,1.0,4.0,2,Économique,1,0,0,54000
Bingerville,263.0,10.0,25.0,7,Moyen,1,0,1,896000
Riviera,26.0,1.0,20.0,5,Moyen,0,0,0,97000
Koumassi,106.0,4.0,0.0,8,Économique,0,1,1,217000
Treichville,38.0,2.0,0.0,6,Économique,1,0,0,117000
Adjamé,115.0,6.0,34.0,5,Moyen,1,1,1,282000
Yopougon,156.0,5.0,8.0,10,Moyen,0,1,1,298000
Marcory,136.0,5.0,22.0,3,Économique,0,1,0,328000
Port-Bouët,39.0,2.0,37.0,6,Moyen,0,0,1,66000
Cocody,147.0,5.0,3.0,3,Moyen,0,0,0,780000
Riviera,79.0,2.0,18.0,6,Moyen,0,0,0,388000
Yopougon,40.0,1.0,36.0,4,Économique,1,1,1,62000
Abobo,173.0,6.0,4.0,1,Moyen,0,1,1,297000
Adjamé,233.0,8.0,27.0,6,Moyen,0,1,1,483000
Bingerville,96.0,5.0,22.0,7,Moyen,1,0,0,322000
Abobo,75.0,2.0,37.0,9,Haut standing,0,1,0,110000
Abobo,59.0,3.0,22.0,10,Économique,1,1,1,107000
Cocody,132.0,4.0,17.0,1,Économique,0,1,0,494000
Abobo,150.0,5.0,28.0,5,Économique,0,1,1,166000
Plateau,75.0,3.0,27.0,3,Économique,0,1,0,305000
Koumassi,191.0,8.0,8.0,4,Économique,0,1,1,382000
Abobo,126.0,5.0,38.0,0,Moyen,1,1,1,193000
Adjamé,96.0,4.0,9.0,5,Moyen,1,1,1,332000
Cocody,108.0,4.0,1.0,11,Économique,1,0,1,690000
Cocody,52.0,2.0,12.0,11,Économique,0,1,0,236000
Koumassi,131.0,4.0,37.0,10,Économique,1,1,0,278000
Cocody,54.0,1.0,26.0,7,Haut standing,0,1,0,335000
Cocody,70.0,3.0,19.0,1,Haut standing,0,1,0,369000
Cocody,88.0,4.0,39.0,0,Économique,0,1,0,306000
Riviera,215.0,9.0,9.0,8,Moyen,0,1,1,1561000
Koumassi,104.0,3.0,15.0,1,Économique,0,0,0,212000
Yopougon,57.0,2.0,14.0,7,Économique,0,1,1,85000
Treichville,108.0,4.0,12.0,4,Économique,0,0,1,229000
Treichville,122.0,4.0,37.0,1,Moyen,0,1,0,268000
Koumassi,163.0,6.0,19.0,4,Économique,0,1,0,328000
Adjamé,91.0,5.0,23.0,8,Économique,1,0,0,201000
Plateau,62.0,2.0,6.0,5,Économique,0,1,1,383000
Plateau,243.0,9.0,22.0,2,Économique,0,0,0,1018000
Cocody,108.0,5.0,23.0,11,Moyen,1,1,1,708000
Adjamé,57.0,1.0,28.0,7,Économique,0,0,0,74000
Koumassi,90.0,5.0,4.0,0,Haut standing,0,0,0,286000
Marcory,70.0,4.0,34.0,8,Économique,1,1,0,221000
Cocody,167.0,7.0,0.0,8,Économique,0,1,0,712000
Cocody,122.0,5.0,35.0,3,Économique,1,1,1,594000
Riviera,77.0,4.0,17.0,7,Économique,0,0,1,356000
Treichville,150.0,6.0,5.0,10,Économique,0,0,1,536000
Koumassi,86.0,2.0,22.0,10,Économique,0,1,0,157000
Abobo,89.0,3.0,9.0,2,Haut standing,0,0,1,127000
Yopougon,61.0,3.0,6.0,5,Moyen,0,0,0,124000
Marcory,61.0,3.0,7.0,9,Haut standing,0,1,0,310000
Cocody,235.0,8.0,12.0,9,Économique,0,1,0,1027000
Abobo,147.0,5.0,29.0,7,Moyen,1,0,0,165000
Koumassi,29.0,2.0,17.0,10,Économique,1,1,0,79000
Abobo,53.0,1.0,13.0,8,Moyen,1,1,0,88000
Abobo,47.0,1.0,10.0,7,Haut standing,0,0,1,83000
Cocody,95.0,5.0,37.0,8,Moyen,0,1,1,524000
Riviera,73.0,3.0,12.0,3,Économique,0,1,0,349000
Port-Bouët,184.0,6.0,32.0,9,Économique,0,0,1,302000
Treichville,77.0,3.0,12.0,0,Économique,1,1,1,263000
Riviera,223.0,9.0,24.0,6,Économique,0,1,1,997000
Abobo,88.0,3.0,23.0,10,Économique,1,0,1,146000
Abobo,247.0,10.0,28.0,11,Économique,1,0,0,275000
Koumassi,82.0,4.0,35.0,9,Économique,1,0,0,139000
Port-Bouët,83.0,2.0,5.0,3,Économique,0,0,0,125000
Adjamé,145.0,5.0,17.0,0,Économique,1,0,1,303000
Cocody,135.0,5.0,27.0,2,Moyen,1,1,1,770000
Treichville,43.0,1.0,4.0,6,Économique,1,0,0,111000
Riviera,96.0,3.0,17.0,10,Économique,0,0,1,394000
Marcory,73.0,3.0,36.0,2,Moyen,0,0,0,247000
Yopougon,70.0,3.0,6.0,0,Moyen,0,1,1,145000
Yopougon,96.0,3.0,8.0,6,Économique,1,1,0,209000
Yopougon,79.0,2.0,34.0,7,Haut standing,1,0,1,136000
Abobo,101.0,5.0,11.0,4,Économique,0,1,0,135000
Riviera,52.0,3.0,39.0,5,Économique,1,1,0,227000
Marcory,37.0,1.0,38.0,2,Économique,1,1,1,127000
Cocody,148.0,,23.0,4,Économique,0,0,0,523000
Marcory,159.0,7.0,8.0,2,Moyen,0,0,1,709000
Bingerville,144.0,6.0,11.0,1,Économique,0,1,0,430000
Abobo,93.0,3.0,35.0,6,Économique,1,0,1,110000
Marcory,75.0,4.0,36.0,9,Haut standing,0,1,1,309000
Port-Bouët,65.0,4.0,8.0,10,Économique,1,1,0,145000
Bingerville,59.0,1.0,38.0,6,Moyen,0,1,1,119000
